LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
W12X50,F,50,14.6,12.2,0,0,8.08,0,0,0.37,0.64,0,0,0,1.14,1.5,0.9375,0,0,0,0,0,6.31,0,26.8,0,0,391,71.9,64.2,5.18,56.3,21.3,13.9,1.96,0,1.71,1880,0,23.4,30.2,14.3,35.4,0,0,0,0
W12X45,F,45,13.1,12.1,0,0,8.05,0,0,0.335,0.575,0,0,0,1.08,1.375,0.9375,0,0,0,0,0,7,0,29.6,0,0,348,64.2,57.7,5.15,50,19,12.4,1.95,0,1.26,1650,0,23.2,26.8,12.8,31.7,0,0,0,0
W12X40,F,40,11.7,11.9,0,0,8.01,0,0,0.295,0.515,0,0,0,1.02,1.375,0.875,0,0,0,0,0,7.77,0,33.6,0,0,307,57,51.5,5.13,44.1,16.8,11,1.94,0,0.906,1440,0,22.8,23.5,11.3,27.8,0,0,0,0
W12X35,F,35,10.3,12.5,0,0,6.56,0,0,0.3,0.52,0,0,0,0.82,1.1875,0.75,0,0,0,0,0,6.31,0,36.2,0,0,285,51.2,45.6,5.25,24.5,11.5,7.47,1.54,0,0.741,879,0,19.6,16.8,9.75,25.4,0,0,0,0
W12X336,T,336,98.8,16.8,0,0,13.4,0,0,1.78,2.96,0,0,0,3.55,3.875,1.6875,0,0,0,0,0,2.26,0,5.47,0,0,4060,603,483,6.41,1190,274,177,3.47,0,243,57000,0,46.4,460,119,301,0,0,0,0
W12X305,T,305,89.6,16.3,0,0,13.2,0,0,1.63,2.71,0,0,0,3.3,3.625,1.625,0,0,0,0,0,2.45,0,5.98,0,0,3550,537,435,6.29,1050,244,159,3.42,0,185,48600,0,44.8,401,107,267,0,0,0,0
W12X30,F,30,8.79,12.3,0,0,6.52,0,0,0.26,0.44,0,0,0,0.74,1.125,0.75,0,0,0,0,0,7.41,0,41.8,0,0,238,43.1,38.6,5.21,20.3,9.56,6.24,1.52,0,0.457,720,0,19.3,13.9,8.17,21.3,0,0,0,0
W12X279,T,279,81.9,15.9,0,0,13.1,0,0,1.53,2.47,0,0,0,3.07,3.375,1.625,0,0,0,0,0,2.66,0,6.35,0,0,3110,481,393,6.16,937,220,143,3.38,0,143,42000,0,44,356,96,240,0,0,0,0
W12X26,F,26,7.65,12.2,0,0,6.49,0,0,0.23,0.38,0,0,0,0.68,1.0625,0.75,0,0,0,0,0,8.54,0,47.2,0,0,204,37.2,33.4,5.17,17.3,8.17,5.34,1.51,0,0.3,607,0,19.2,11.8,7.03,18.3,0,0,0,0
W12X252,T,252,74,15.4,0,0,13,0,0,1.4,2.25,0,0,0,2.85,3.125,1.5,0,0,0,0,0,2.89,0,6.96,0,0,2720,428,353,6.06,828,196,127,3.34,0,108,35800,0,42.7,313,85.8,213,0,0,0,0
W12X230,T,230,67.7,15.1,0,0,12.9,0,0,1.29,2.07,0,0,0,2.67,2.9375,1.5,0,0,0,0,0,3.11,0,7.56,0,0,2420,386,321,5.97,742,177,115,3.31,0,83.8,31200,0,42,281,78.3,193,0,0,0,0
W12X22,F,22,6.48,12.3,0,0,4.03,0,0,0.26,0.425,0,0,0,0.725,0.9375,0.625,0,0,0,0,0,4.74,0,41.8,0,0,156,29.3,25.4,4.91,4.66,3.66,2.31,0.848,0,0.293,164,0,12,5.12,4.76,14.4,0,0,0,0
W12X210,T,210,61.8,14.7,0,0,12.8,0,0,1.18,1.9,0,0,0,2.5,2.8125,1.4375,0,0,0,0,0,3.37,0,8.23,0,0,2140,348,292,5.89,664,159,104,3.28,0,64.7,27200,0,41,249,70.6,173,0,0,0,0
W12X190,F,190,55.8,14.4,0,0,12.7,0,0,1.06,1.74,0,0,0,2.33,2.625,1.375,0,0,0,0,0,3.65,0,9.16,0,0,1890,311,263,5.82,589,143,93,3.25,0,48.8,23600,0,40.2,222,64.1,156,0,0,0,0
W12X19,F,19,5.57,12.2,0,0,4.01,0,0,0.235,0.35,0,0,0,0.65,0.875,0.5625,0,0,0,0,0,5.72,0,46.2,0,0,130,24.7,21.3,4.82,3.76,2.98,1.88,0.822,0,0.18,131,0,11.9,4.17,3.91,12.2,0,0,0,0
W12X170,F,170,50,14,0,0,12.6,0,0,0.96,1.56,0,0,0,2.16,2.4375,1.3125,0,0,0,0,0,4.03,0,10.1,0,0,1650,275,235,5.74,517,126,82.3,3.22,0,35.6,20100,0,39.2,193,56.5,136,0,0,0,0
W12X16,F,16,4.71,12,0,0,3.99,0,0,0.22,0.265,0,0,0,0.565,0.8125,0.5625,0,0,0,0,0,7.53,0,49.4,0,0,103,20.1,17.1,4.67,2.82,2.26,1.41,0.773,0,0.103,96.9,0,11.7,3.09,2.93,9.82,0,0,0,0
W12X152,F,152,44.7,13.7,0,0,12.5,0,0,0.87,1.4,0,0,0,2,2.3125,1.25,0,0,0,0,0,4.46,0,11.2,0,0,1430,243,209,5.66,454,111,72.8,3.19,0,25.8,17200,0,38.4,168,50.1,121,0,0,0,0
W12X14,F,14,4.16,11.9,0,0,3.97,0,0,0.2,0.225,0,0,0,0.525,0.75,0.5625,0,0,0,0,0,8.82,0,54.3,0,0,88.6,17.4,14.9,4.62,2.36,1.9,1.19,0.753,0,0.0704,80.4,0,11.6,2.59,2.48,8.49,0,0,0,0
W12X136,F,136,39.9,13.4,0,0,12.4,0,0,0.79,1.25,0,0,0,1.85,2.125,1.25,0,0,0,0,0,4.96,0,12.3,0,0,1240,214,186,5.58,398,98,64.2,3.16,0,18.5,14700,0,37.7,146,44.1,106,0,0,0,0
W12X120,F,120,35.3,13.1,0,0,12.3,0,0,0.71,1.11,0,0,0,1.7,2,1.1875,0,0,0,0,0,5.57,0,13.7,0,0,1070,186,163,5.51,345,85.4,56,3.13,0,12.9,12400,0,36.9,126,38.6,92.4,0,0,0,0
W12X106,F,106,31.2,12.9,0,0,12.2,0,0,0.61,0.99,0,0,0,1.59,1.875,1.125,0,0,0,0,0,6.17,0,15.9,0,0,933,164,145,5.47,301,75.1,49.3,3.11,0,9.13,10700,0,36.3,110,34.2,81,0,0,0,0
W10X88,F,88,25.9,10.8,0,0,10.3,0,0,0.605,0.99,0,0,0,1.49,1.6875,0.9375,0,0,0,0,0,5.18,0,13,0,0,534,113,98.5,4.54,179,53.1,34.8,2.63,0,7.53,4330,0,25.3,64.4,23.5,55.9,0,0,0,0
W10X77,F,77,22.6,10.6,0,0,10.2,0,0,0.53,0.87,0,0,0,1.37,1.5625,0.875,0,0,0,0,0,5.86,0,14.8,0,0,455,97.6,85.9,4.49,154,45.9,30.1,2.6,0,5.11,3630,0,24.8,55,20.5,48.4,0,0,0,0
W10X68,F,68,20,10.4,0,0,10.1,0,0,0.47,0.77,0,0,0,1.27,1.4375,0.875,0,0,0,0,0,6.58,0,16.7,0,0,394,85.3,75.7,4.44,134,40.1,26.4,2.59,0,3.56,3100,0,24.3,47.3,17.9,42.1,0,0,0,0
W10X60,F,60,17.6,10.2,0,0,10.1,0,0,0.42,0.68,0,0,0,1.18,1.375,0.8125,0,0,0,0,0,7.41,0,18.7,0,0,341,74.6,66.7,4.39,116,35,23,2.57,0,2.48,2640,0,24,41.3,15.7,36.8,0,0,0,0
W10X54,F,54,15.8,10.1,0,0,10,0,0,0.37,0.615,0,0,0,1.12,1.3125,0.8125,0,0,0,0,0,8.15,0,21.2,0,0,303,66.6,60,4.37,103,31.3,20.6,2.56,0,1.82,2320,0,23.7,36.5,14,32.8,0,0,0,0
W10X49,F,49,14.4,10,0,0,10,0,0,0.34,0.56,0,0,0,1.06,1.25,0.8125,0,0,0,0,0,8.93,0,23.1,0,0,272,60.4,54.6,4.35,93.4,28.3,18.7,2.54,0,1.39,2070,0,23.6,33,12.8,29.8,0,0,0,0
W10X45,F,45,13.3,10.1,0,0,8.02,0,0,0.35,0.62,0,0,0,1.12,1.3125,0.8125,0,0,0,0,0,6.47,0,22.5,0,0,248,54.9,49.1,4.32,53.4,20.3,13.3,2.01,0,1.51,1200,0,19,23.6,11.3,27,0,0,0,0
W10X39,F,39,11.5,9.92,0,0,7.99,0,0,0.315,0.53,0,0,0,1.03,1.1875,0.8125,0,0,0,0,0,7.53,0,25,0,0,209,46.8,42.1,4.27,45,17.2,11.3,1.98,0,0.976,992,0,18.8,19.9,9.55,23,0,0,0,0
W10X33,F,33,9.71,9.73,0,0,7.96,0,0,0.29,0.435,0,0,0,0.935,1.125,0.75,0,0,0,0,0,9.15,0,27.1,0,0,171,38.8,35,4.19,36.6,14,9.2,1.94,0,0.583,791,0,18.5,16,7.75,18.9,0,0,0,0
W10X30,F,30,8.84,10.5,0,0,5.81,0,0,0.3,0.51,0,0,0,0.81,1.125,0.6875,0,0,0,0,0,5.7,0,29.5,0,0,170,36.6,32.4,4.38,16.7,8.84,5.75,1.37,0,0.622,414,0,14.5,10.7,7.02,18.2,0,0,0,0
W10X26,F,26,7.61,10.3,0,0,5.77,0,0,0.26,0.44,0,0,0,0.74,1.0625,0.6875,0,0,0,0,0,6.56,0,34,0,0,144,31.3,27.9,4.35,14.1,7.5,4.89,1.36,0,0.402,345,0,14.2,9.03,5.98,15.4,0,0,0,0
W10X22,F,22,6.49,10.2,0,0,5.75,0,0,0.24,0.36,0,0,0,0.66,0.9375,0.625,0,0,0,0,0,7.99,0,36.9,0,0,118,26,23.2,4.27,11.4,6.1,3.97,1.33,0,0.239,275,0,14.1,7.32,4.88,12.9,0,0,0,0
W10X19,F,19,5.62,10.2,0,0,4.02,0,0,0.25,0.395,0,0,0,0.695,0.9375,0.625,0,0,0,0,0,5.09,0,35.4,0,0,96.3,21.6,18.8,4.14,4.29,3.35,2.14,0.874,0,0.233,104,0,9.85,3.91,3.65,10.6,0,0,0,0
W10X17,F,17,4.99,10.1,0,0,4.01,0,0,0.24,0.33,0,0,0,0.63,0.875,0.5625,0,0,0,0,0,6.08,0,36.9,0,0,81.9,18.7,16.2,4.05,3.56,2.8,1.78,0.845,0,0.156,85.1,0,9.79,3.24,3.04,9.14,0,0,0,0
W10X15,F,15,4.41,10,0,0,4,0,0,0.23,0.27,0,0,0,0.57,0.8125,0.5625,0,0,0,0,0,7.41,0,38.5,0,0,68.9,16,13.8,3.95,2.89,2.3,1.45,0.81,0,0.104,68.3,0,9.73,2.63,2.48,7.83,0,0,0,0
W10X12,F,12,3.54,9.87,0,0,3.96,0,0,0.19,0.21,0,0,0,0.51,0.75,0.5625,0,0,0,0,0,9.43,0,46.6,0,0,53.8,12.6,10.9,3.9,2.18,1.74,1.1,0.785,0,0.0547,50.9,0,9.56,1.99,1.91,6.14,0,0,0,0
W10X112,F,112,32.9,11.4,0,0,10.4,0,0,0.755,1.25,0,0,0,1.75,1.9375,1,0,0,0,0,0,4.17,0,10.4,0,0,716,147,126,4.66,236,69.2,45.3,2.68,0,15.1,6020,0,26.4,85.8,30.6,73.5,0,0,0,0
W10X100,F,100,29.4,11.1,0,0,10.3,0,0,0.68,1.12,0,0,0,1.62,1.8125,1,0,0,0,0,0,4.62,0,11.6,0,0,623,130,112,4.6,207,61,40,2.65,0,10.9,5150,0,25.7,74.1,26.9,64.2,0,0,0,0
ST9X35,F,35,10.3,9,0,0,6.25,0,0,0.711,0.691,0,0,0,1.5,1.5,0,0,2.94,0,0,1.78,0,0,11,0,12.7,84.5,25.1,14,2.87,12,7.17,3.84,1.08,0,2.02,7.03,0,0,0,0,0,4.02,0.582,0,1
ST9X27.35,F,27.4,8.02,9,0,0,6,0,0,0.461,0.691,0,0,0,1.5,1.5,0,0,2.51,0,0,0.737,0,0,16.9,0,19.5,62.3,17.3,9.6,2.79,10.4,6.06,3.45,1.14,0,1.16,2.26,0,0,0,0,0,3.71,0.66,0,1
ST7.5X25,F,25,7.34,7.5,0,0,5.64,0,0,0.55,0.622,0,0,0,1.38,1.375,0,0,2.25,0,0,0.826,0,0,11.6,0,13.6,40.5,14,7.72,2.35,7.79,4.99,2.76,1.03,0,1.05,2.02,0,0,0,0,0,3.22,0.635,0,1
ST7.5X21.45,F,21.5,6.3,7.5,0,0,5.5,0,0,0.411,0.622,0,0,0,1.38,1.375,0,0,2.01,0,0,0.605,0,0,15.5,0,18.2,32.9,10.8,5.99,2.29,7.13,4.54,2.59,1.06,0,0.765,0.995,0,0,0,0,0,3.04,0.689,0,1
ST6X25,F,25,7.32,6,0,0,5.48,0,0,0.687,0.659,0,0,0,1.44,1.4375,0,0,1.84,0,0,0.758,0,0,7.05,0,8.73,25.1,11,6.04,1.85,7.79,5.16,2.84,1.03,0,1.36,1.97,0,0,0,0,0,2.6,0.662,0,1
ST6X20.4,F,20.4,5.96,6,0,0,5.25,0,0,0.462,0.659,0,0,0,1.44,1.4375,0,0,1.58,0,0,0.577,0,0,10.6,0,13,18.9,7.71,4.27,1.78,6.74,4.43,2.57,1.06,0,0.842,0.787,0,0,0,0,0,2.42,0.732,0,1
ST6X17.5,F,17.5,5.12,6,0,0,5.08,0,0,0.428,0.544,0,0,0,1.19,1.1875,0,0,1.65,0,0,0.543,0,0,11.9,0,14,17.2,7.12,3.95,1.83,4.92,3.4,1.94,0.98,0,0.524,0.556,0,0,0,0,0,2.49,0.695,0,1
ST6X15.9,F,15.9,4.65,6,0,0,5,0,0,0.35,0.544,0,0,0,1.19,1.1875,0,0,1.51,0,0,0.48,0,0,14.5,0,17.1,14.8,5.94,3.3,1.78,4.66,3.22,1.87,1,0,0.438,0.364,0,0,0,0,0,2.39,0.731,0,1
ST5X17.5,F,17.5,5.14,5,0,0,4.94,0,0,0.594,0.491,0,0,0,1.13,1.125,0,0,1.56,0,0,0.673,0,0,6.9,0,8.42,12.5,6.58,3.62,1.56,4.15,3.1,1.68,0.899,0,0.633,0.725,0,0,0,0,0,2.23,0.653,0,1
ST5X12.7,F,12.7,3.73,5,0,0,4.66,0,0,0.311,0.491,0,0,0,1.13,1.125,0,0,1.2,0,0,0.403,0,0,13.2,0,16.1,7.79,3.7,2.05,1.45,3.36,2.49,1.44,0.95,0,0.3,0.173,0,0,0,0,0,1.98,0.767,0,1
ST4X9.2,F,9.2,2.7,4,0,0,4,0,0,0.271,0.425,0,0,0,1,1,0,0,0.942,0,0,0.336,0,0,11.8,0,14.8,3.49,2.07,1.14,1.14,1.84,1.59,0.922,0.827,0,0.167,0.0642,0,0,0,0,0,1.58,0.788,0,1
ST4X11.5,F,11.5,3.38,4,0,0,4.17,0,0,0.441,0.425,0,0,0,1,1,0,0,1.15,0,0,0.439,0,0,7.27,0,9.07,5,3.19,1.76,1.22,2.13,1.84,1.02,0.795,0,0.271,0.168,0,0,0,0,0,1.73,0.704,0,1
ST3X8.6,F,8.6,2.53,3,0,0,3.57,0,0,0.465,0.359,0,0,0,0.813,0.8125,0,0,0.915,0,0,0.394,0,0,5.01,0,6.45,2.12,1.85,1.02,0.915,1.14,1.17,0.642,0.673,0,0.181,0.0772,0,0,0,0,0,1.35,0.705,0,1
ST3X6.25,F,6.25,1.83,3,0,0,3.33,0,0,0.232,0.359,0,0,0,0.813,0.8125,0,0,0.692,0,0,0.271,0,0,10,0,12.9,1.26,1.01,0.547,0.831,0.901,0.93,0.541,0.702,0,0.083,0.0197,0,0,0,0,0,1.2,0.819,0,1
ST2X4.75,F,4.75,1.39,2,0,0,2.8,0,0,0.326,0.293,0,0,0,0.75,0.75,0,0,0.553,0,0,0.25,0,0,4.34,0,6.13,0.462,0.592,0.319,0.575,0.444,0.565,0.317,0.564,0,0.059,0.00995,0,0,0,0,0,0.903,0.797,0,1
ST2X3.85,F,3.85,1.13,2,0,0,2.66,0,0,0.193,0.293,0,0,0,0.75,0.75,0,0,0.448,0,0,0.204,0,0,7.34,0,10.4,0.307,0.381,0.198,0.522,0.374,0.485,0.281,0.576,0,0.0364,0.00457,0,0,0,0,0,0.834,0.869,0,1
ST2.5X5,F,5,1.47,2.5,0,0,3,0,0,0.214,0.326,0,0,0,0.75,0.75,0,0,0.57,0,0,0.239,0,0,8.71,0,11.7,0.671,0.65,0.348,0.677,0.597,0.686,0.398,0.638,0,0.0568,0.01,0,0,0,0,0,1.02,0.839,0,1
ST12X60.5,F,60.5,17.8,12.3,0,0,8.05,0,0,0.8,1.09,0,0,0,2,2,0,0,3.63,0,0,1.26,0,0,13.2,0,15.3,259,54.5,30.1,3.82,41.5,18.1,10.3,1.53,0,6.38,27.5,0,0,0,0,0,5.14,0.64,0,1
ST12X53,F,53,15.6,12.3,0,0,7.87,0,0,0.62,1.09,0,0,0,2,2,0,0,3.28,0,0,1.02,0,0,17,0,19.8,216,43.3,24.1,3.72,38.4,16.7,9.76,1.57,0,5.05,15,0,0,0,0,0,4.88,0.686,0,1
ST12X50,F,50,14.7,12,0,0,7.25,0,0,0.745,0.87,0,0,0,1.75,1.75,0,0,3.84,0,0,2.16,0,0,14.1,0,16.1,215,47.5,26.3,3.83,23.7,12,6.55,1.27,0,3.76,19.5,0,0,0,0,0,5.28,0.584,0,1
ST12X45,F,45,13.2,12,0,0,7.13,0,0,0.625,0.87,0,0,0,1.75,1.75,0,0,3.6,0,0,1.42,0,0,16.8,0,19.2,190,41.1,22.6,3.79,22.3,11.2,6.27,1.3,0,3.01,12.1,0,0,0,0,0,5.11,0.615,0,1
ST12X40,F,40,11.7,12,0,0,7,0,0,0.5,0.87,0,0,0,1.75,1.75,0,0,3.3,0,0,0.909,0,0,21.1,0,24,162,33.6,18.6,3.72,21,10.4,6,1.34,0,2.44,6.94,0,0,0,0,0,4.88,0.656,0,0.878
ST10X48,F,48,14.1,10.2,0,0,7.2,0,0,0.8,0.92,0,0,0,1.75,1.75,0,0,3.13,0,0,1.35,0,0,10.8,0,12.7,143,36.9,20.3,3.18,25,12.5,6.93,1.33,0,4.16,15,0,0,0,0,0,4.36,0.625,0,1
ST10X43,F,43,12.7,10.2,0,0,7.06,0,0,0.66,0.92,0,0,0,1.75,1.75,0,0,2.91,0,0,0.972,0,0,13.1,0,15.4,124,31.1,17.2,3.13,23.3,11.6,6.59,1.36,0,3.3,9.17,0,0,0,0,0,4.21,0.659,0,1
ST10X37.5,F,37.5,11,10,0,0,6.39,0,0,0.635,0.795,0,0,0,1.63,1.625,0,0,3.07,0,0,1.34,0,0,13.6,0,15.7,109,28.6,15.8,3.15,14.8,8.36,4.62,1.16,0,2.28,7.21,0,0,0,0,0,4.29,0.613,0,1
ST10X33,F,33,9.69,10,0,0,6.26,0,0,0.505,0.795,0,0,0,1.63,1.625,0,0,2.81,0,0,0.841,0,0,17,0,19.8,92.9,23.4,12.9,3.1,13.7,7.7,4.39,1.19,0,1.78,4.02,0,0,0,0,0,4.1,0.654,0,1
ST1.5X3.75,F,3.75,1.1,1.5,0,0,2.51,0,0,0.349,0.26,0,0,0,0.625,0.625,0,0,0.432,0,0,0.219,0,0,2.84,0,4.3,0.2,0.351,0.187,0.426,0.289,0.411,0.23,0.513,0,0.0432,0.00496,0,0,0,0,0,0.732,0.83,0,1
ST1.5X2.85,F,2.85,0.83,1.5,0,0,2.33,0,0,0.17,0.26,0,0,0,0.625,0.625,0,0,0.329,0,0,0.171,0,0,5.82,0,8.82,0.114,0.196,0.097,0.37,0.223,0.328,0.192,0.518,0,0.0216,0.00189,0,0,0,0,0,0.667,0.911,0,1
S8X23,F,23,6.76,8,0,0,4.17,0,0,0.441,0.425,0,0,0,1,1,0,0,0,0,0,0,4.91,0,14.1,0,0,64.7,19.2,16.2,3.09,4.27,3.67,2.05,0.795,0,0.55,61.2,0,7.9,3.5,3,9.53,0,0,0,0
S8X18.4,F,18.4,5.4,8,0,0,4,0,0,0.271,0.425,0,0,0,1,1,0,0,0,0,0,0,4.71,0,22.9,0,0,57.5,16.5,14.4,3.26,3.69,3.18,1.84,0.827,0,0.335,52.9,0,7.58,3.22,3,8.17,0,0,0,0
S6X17.2,F,17.3,5.06,6,0,0,3.57,0,0,0.465,0.359,0,0,0,0.813,0.8125,0,0,0,0,0,0,4.97,0,9.67,0,0,26.2,10.5,8.74,2.28,2.29,2.35,1.28,0.673,0,0.371,18.2,0,5.03,1.61,1.57,5.23,0,0,0,0
S6X12.5,F,12.5,3.66,6,0,0,3.33,0,0,0.232,0.359,0,0,0,0.813,0.8125,0,0,0,0,0,0,4.64,0,19.4,0,0,22,8.45,7.34,2.45,1.8,1.86,1.08,0.702,0,0.167,14.3,0,4.7,1.41,1.57,4.18,0,0,0,0
S5X10,F,10,2.93,5,0,0,3,0,0,0.214,0.326,0,0,0,0.75,0.75,0,0,0,0,0,0,4.61,0,16.8,0,0,12.3,5.66,4.9,2.05,1.19,1.37,0.795,0.638,0,0.114,6.52,0,3.51,0.859,1.06,2.79,0,0,0,0
S4X9.5,F,9.5,2.79,4,0,0,2.8,0,0,0.326,0.293,0,0,0,0.75,0.75,0,0,0,0,0,0,4.77,0,8.33,0,0,6.76,4.04,3.38,1.56,0.887,1.13,0.635,0.564,0,0.12,3.05,0,2.59,0.531,0.671,1.99,0,0,0,0
S4X7.7,F,7.7,2.26,4,0,0,2.66,0,0,0.193,0.293,0,0,0,0.75,0.75,0,0,0,0,0,0,4.54,0,14.1,0,0,6.05,3.5,3.03,1.64,0.748,0.97,0.562,0.576,0,0.0732,2.57,0,2.47,0.481,0.671,1.73,0,0,0,0
S3X7.5,F,7.5,2.2,3,0,0,2.51,0,0,0.349,0.26,0,0,0,0.625,0.625,0,0,0,0,0,0,4.83,0,5.38,0,0,2.91,2.35,1.94,1.15,0.578,0.821,0.461,0.513,0,0.0896,1.08,0,1.72,0.28,0.385,1.16,0,0,0,0
S3X5.7,F,5.7,1.66,3,0,0,2.33,0,0,0.17,0.26,0,0,0,0.625,0.625,0,0,0,0,0,0,4.48,0,11,0,0,2.5,1.94,1.67,1.23,0.447,0.656,0.383,0.518,0,0.0433,0.838,0,1.6,0.242,0.385,0.961,0,0,0,0
S24X90,F,90,26.5,24,0,0,7.13,0,0,0.625,0.87,0,0,0,1.75,1.75,0,0,0,0,0,0,4.09,0,33.1,0,0,2250,222,187,9.21,44.7,22.4,12.5,1.3,0,6.05,5980,0,41.2,63.8,32.7,110,0,0,0,0
S24X80,F,80,23.5,24,0,0,7,0,0,0.5,0.87,0,0,0,1.75,1.75,0,0,0,0,0,0,4.02,0,41.4,0,0,2100,204,175,9.47,42,20.8,12,1.34,0,4.89,5620,0,40.5,61.6,32.7,101,0,0,0,0
S24X121,F,121,35.5,24.5,0,0,8.05,0,0,0.8,1.09,0,0,0,2,2,0,0,0,0,0,0,3.69,0,25.9,0,0,3160,306,258,9.43,83,36.3,20.6,1.53,0,12.8,11400,0,47.1,103,46.2,153,0,0,0,0
S24X106,F,106,31.1,24.5,0,0,7.87,0,0,0.62,1.09,0,0,0,2,2,0,0,0,0,0,0,3.61,0,33.4,0,0,2940,279,240,9.71,76.8,33.4,19.5,1.57,0,10.1,10500,0,46.1,98.8,46.2,139,0,0,0,0
S24X100,F,100,29.3,24,0,0,7.25,0,0,0.745,0.87,0,0,0,1.75,1.75,0,0,0,0,0,0,4.16,0,27.8,0,0,2380,239,199,9.01,47.4,24,13.1,1.27,0,7.59,6350,0,41.9,66,32.7,119,0,0,0,0
S20X96,F,96,28.2,20.3,0,0,7.2,0,0,0.8,0.92,0,0,0,1.75,1.75,0,0,0,0,0,0,3.91,0,21.1,0,0,1670,198,165,7.71,49.9,24.9,13.9,1.33,0,8.4,4690,0,34.9,57.8,28.5,98.3,0,0,0,0
S20X86,F,86,25.3,20.3,0,0,7.06,0,0,0.66,0.92,0,0,0,1.75,1.75,0,0,0,0,0,0,3.84,0,25.6,0,0,1570,183,155,7.89,46.6,23.1,13.2,1.36,0,6.65,4370,0,34.2,55.5,28.5,91.1,0,0,0,0
S20X75,F,75,22,20,0,0,6.39,0,0,0.635,0.795,0,0,0,1.63,1.625,0,0,0,0,0,0,4.02,0,26.6,0,0,1280,152,128,7.62,29.5,16.7,9.25,1.16,0,4.59,2720,0,30.7,38.9,21.9,75.6,0,0,0,0
S20X66,F,66,19.4,20,0,0,6.26,0,0,0.505,0.795,0,0,0,1.63,1.625,0,0,0,0,0,0,3.93,0,33.5,0,0,1190,139,119,7.83,27.5,15.4,8.78,1.19,0,3.58,2530,0,30,37.3,21.9,69.1,0,0,0,0
S18X70,F,70,20.5,18,0,0,6.25,0,0,0.711,0.691,0,0,0,1.5,1.5,0,0,0,0,0,0,4.52,0,21.5,0,0,923,124,103,6.7,24,14.3,7.69,1.08,0,4.1,1800,0,27,29.2,16.6,61.9,0,0,0,0
S18X54.7,F,54.7,16,18,0,0,6,0,0,0.461,0.691,0,0,0,1.5,1.5,0,0,0,0,0,0,4.34,0,33.2,0,0,801,104,89,7.07,20.7,12.1,6.91,1.14,0,2.33,1550,0,26,26.9,16.6,51.8,0,0,0,0
S15X50,F,50,14.7,15,0,0,5.64,0,0,0.55,0.622,0,0,0,1.38,1.375,0,0,0,0,0,0,4.53,0,22.7,0,0,485,77,64.7,5.75,15.6,10,5.53,1.03,0,2.12,805,0,20.3,17.8,11.4,38.2,0,0,0,0
S15X42.9,F,42.9,12.6,15,0,0,5.5,0,0,0.411,0.622,0,0,0,1.38,1.375,0,0,0,0,0,0,4.42,0,30.4,0,0,446,69.2,59.4,5.95,14.3,9.08,5.19,1.06,0,1.54,737,0,19.8,16.9,11.4,34.3,0,0,0,0
S12X50,F,50,14.6,12,0,0,5.48,0,0,0.687,0.659,0,0,0,1.44,1.4375,0,0,0,0,0,0,4.16,0,13.7,0,0,303,60.9,50.6,4.55,15.6,10.3,5.69,1.03,0,2.77,501,0,15.5,14,8.95,30.3,0,0,0,0
S12X40.8,F,40.8,11.9,12,0,0,5.25,0,0,0.462,0.659,0,0,0,1.44,1.4375,0,0,0,0,0,0,3.98,0,20.6,0,0,270,52.7,45.1,4.76,13.5,8.86,5.13,1.06,0,1.69,433,0,14.9,12.9,8.95,26.2,0,0,0,0
S12X35,F,35,10.2,12,0,0,5.08,0,0,0.428,0.544,0,0,0,1.19,1.1875,0,0,0,0,0,0,4.67,0,23.1,0,0,228,44.6,38.1,4.72,9.84,6.8,3.88,0.98,0,1.05,323,0,14.5,10,7.24,22.2,0,0,0,0
S12X31.8,F,31.8,9.31,12,0,0,5,0,0,0.35,0.544,0,0,0,1.19,1.1875,0,0,0,0,0,0,4.6,0,28.3,0,0,217,41.8,36.2,4.83,9.33,6.44,3.73,1,0,0.878,306,0,14.3,9.74,7.24,20.8,0,0,0,0
S10X35,F,35,10.3,10,0,0,4.94,0,0,0.594,0.491,0,0,0,1.13,1.125,0,0,0,0,0,0,5.03,0,13.4,0,0,147,35.4,29.4,3.78,8.3,6.19,3.36,0.899,0,1.29,188,0,11.8,7.13,5.08,17.6,0,0,0,0
S10X25.4,F,25.4,7.45,10,0,0,4.66,0,0,0.311,0.491,0,0,0,1.13,1.125,0,0,0,0,0,0,4.75,0,25.6,0,0,123,28.3,24.6,4.07,6.73,4.99,2.89,0.95,0,0.603,152,0,11.1,6.34,5.08,14,0,0,0,0
Pipe8XXS,F,72.5,20,0,0,8.625,0,0,6.875,0,0,0,0.875,0.816,0,0,0,0,0,0,0,0,0,0,0,0,10.6,154,49.9,35.8,2.78,154,49.9,35.8,2.78,0,308,0,0,0,0,0,0,0,0,0,0
Pipe8XS,F,43.4,11.9,0,0,8.625,0,0,7.625,0,0,0,0.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,18.5,100,31,23.1,2.89,100,31,23.1,2.89,0,199,0,0,0,0,0,0,0,0,0,0
